choices,labels,question
"['A) train', 'B) effort', 'C) balance', 'D) feet', 'E) muscles']",C,"After standing up I had to sit right back down, why would I feel like this?"
"['A) new york city', 'B) las vegas', 'C) restaurant', 'D) nightclub', 'E) park']",C,Where do you go on a night out before going to the bar?
"['A) police station', 'B) crime scene', 'C) restroom', 'D) drawer', 'E) holster']",D,"The dad wanted to protect his house, where did he put his gun?"
"['A) jump up and down', 'B) jump up and down', 'C) sing', 'D) play games', 'E) fiddle']",E,What instrument can be played with an air of happiness?
"['A) watch film', 'B) fire game', 'C) hang out at bar', 'D) go skiing', 'E) skateboard']",E,What to kids do for boredom on a ramp?
"['A) feather', 'B) chicken', 'C) calligraphy', 'D) porcupine', 'E) hedgehog']",E,What animal has quills all over it?
"['A) work', 'B) school building', 'C) paper', 'D) city', 'E) habit']",A,Why would you go to an office?
"['A) digesting', 'B) not hungry', 'C) gas', 'D) weight gain', 'E) feeling of fullness']",B,When is the worst time for having food?
"['A) using money', 'B) feel better', 'C) ocean', 'D) losing money', 'E) go broke']",E,If you spend all your time buying and not saving what is is likely to happen?
"['A) tin', 'B) department store', 'C) garden', 'D) small hole', 'E) cupboard']",C,"Though a mouse might prefer your house, you might also see him where?"
"['A) singing', 'B) act', 'C) feat', 'D) smile', 'E) acting']",B,What is performing a type of?
"['A) head north', 'B) speed up', 'C) heading north', 'D) go fast', 'E) headed south']",A,"The car was going from Alabama to New York, what was its goal?"
"['A) dirt', 'B) subway', 'C) state park', 'D) container', 'E) dustbin']",E,What do they call the trash in Australia?
"['A) boiling water', 'B) paper bag', 'C) restaurants', 'D) underground', 'E) cupboard']",A,"Joan wants to cook a potato, where should she place it?"
"['A) cookie', 'B) bank', 'C) real estate', 'D) imagination', 'E) bank roll']",D,Writers with a great what can amass a large fortune?
"['A) the moon', 'B) fairgrounds', 'C) surface of earth', 'D) meadow', 'E) zoos']",C,Where do all animals live?
"['A) sometimes bad', 'B) happy', 'C) respiration', 'D) growing older', 'E) death']",A,How are the conditions for someone who is living in a homeless shelter?
"['A) relaxation', 'B) arthritis', 'C) adrenaline', 'D) your', 'E) sweater may produced']",A,You can do knitting to get the feeling of what?
"['A) dining room', 'B) conference', 'C) kitchen', 'D) in a lake', 'E) demonstration']",B,What might a very large table be?
"['A) candy', 'B) death and', 'C) free money', 'D) discount', 'E) credit']",C,John got his tax refund back.  He treated it like it was what?
"['A) have fun', 'B) enjoy with friends', 'C) stretch', 'D) yawn', 'E) sneezing']",E,A person with an allergy might be doing what if they awake suddenly?
"['A) classroom', 'B) outdoors', 'C) aquarium', 'D) north carolina', 'E) great britain']",A,Where is a ferret unlikely to be?
"['A) tanned', 'B) wet', 'C) wide', 'D) very deep', 'E) fish']",B,If you jump in any of the oceans you will get?
"['A) collapsed', 'B) empty', 'C) full', 'D) filled', 'E) stretchable']",B,"Immediately after peeing, a person's bladder is what?"
"['A) wash dishes', 'B) throwing up', 'C) drinking', 'D) throw up', 'E) turn inside out']",D,"The lady would eat and eat, and because of mental issues would then make herself what?"
"['A) go downtown', 'B) appear suddenly', 'C) go fast', 'D) bottom out', 'E) east']",A,"A car was hailed to chauffeur someone to the opera house, where was it heading?"
"['A) movie', 'B) show', 'C) concert venue', 'D) casino', 'E) theatre']",B,What do you go to see for live entertainment?
"['A) bad mood', 'B) hutch', 'C) classroom', 'D) pair of trousers', 'E) year']",C,The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?
"['A) forest', 'B) valley', 'C) outdoors', 'D) countryside', 'E) woods']",B,A creek is a body of water found in what low land?
"['A) forest', 'B) bathroom', 'C) windowsill', 'D) countryside', 'E) cage']",E,"If I have a pet bird, what does it likely live in?"
"['A) study', 'B) have fun', 'C) pain', 'D) cheers', 'E) knee injury']",B,Joe and Mac were playing basketball. They did it every day in their back yard.  Why were they playing basketball?
"['A) unpleasant things', 'B) hangnail', 'C) have no home', 'D) have no car', 'E) schizophrenia']",C,What makes someone a nomad?
"['A) salad', 'B) petted', 'C) affection', 'D) bone', 'E) lots of attention']",D,What is a treat that you dog will enjoy?
"['A) man suit', 'B) pants', 'C) naked', 'D) action', 'E) long skirt']",B,Women used to be expected to wear a dress but it's now acceptable for them to wear what?
"['A) awake', 'B) repeat', 'C) sleeping', 'D) concentrate', 'E) read aloud']",A,The fact that Joe was able to memorize the list in spite of his apparent  state proved that part of his brain was what?
"['A) gain weight', 'B) thank god', 'C) catch cold', 'D) suicide', 'E) cross street']",C,What is a wet person likely to do?
"['A) healthy', 'B) passing around', 'C) cure', 'D) wellness', 'E) healthy']",A,"After recovering from the disease, what did the doctor call the patient?"
"['A) triangle', 'B) middle', 'C) corner', 'D) center', 'E) interior']",E,"The painter started to edge the room with tape, he always took extra care to make the lines clean and crisp when working with an what?"
"['A) nursery', 'B) museum', 'C) gulf of mexico', 'D) tide pool', 'E) intertidal zone']",D,"After high tide, where on the coast can you look to find a sea anemone?"
"['A) say hello', 'B) wreak', 'C) pollution', 'D) smoke', 'E) relaxation']",B,What could a driving car do to a pedestrian?
"['A) play cards', 'B) skateboard', 'C) meet interesting people', 'D) listen to music', 'E) go to a concert']",D,People do many things to alleviate boredom.  If you can't get out of the house you might decide to do what?
"['A) boiling water', 'B) root cellar', 'C) rocket ship', 'D) paper bag', 'E) underground']",D,"At a grocery store they sell individual potatoes, where does the grocery clerk likely put the potato?"
"['A) doorway', 'B) living room', 'C) sand', 'D) floors', 'E) bathroom']",E,What room is a rubber bath mat usually kept?
"['A) oil', 'B) freezer', 'C) ham sandwich', 'D) oven', 'E) frying pan']",E,What would you put meat on top of to cook it?
"['A) multivitamin', 'B) farm', 'C) michigan', 'D) earth', 'E) ore']",A,Minerals can be obtained in what way for a person who avoids leafy greens?
"['A) happy', 'B) receiving money', 'C) getting paid', 'D) spending money', 'E) selling out']",A,What could you be a few hours after you finish cashing in due to your cash?
"['A) hydration', 'B) being clear', 'C) personal cleanliness', 'D) will drown', 'E) use of water']",C,"The smelly man was having a bath, but what is he pursuing?"
"['A) pleasure', 'B) detachment', 'C) exercise', 'D) bankruptcy', 'E) fights']",E,What might a couple have a lot of when they are deciding on stopping being married to each other?
"['A) much money', 'B) own house', 'C) creativity', 'D) new car', 'E) caregiver']",A,"If a person is working a lot, what are they likely trying to earn?"
"['A) car', 'B) theatre', 'C) airport', 'D) hotel', 'E) disneyland']",C,"The traveling business man was glad his credit card had perks, it offset the high prices for travel from a what?"
"['A) bathroom', 'B) motel room', 'C) nearest public restroom', 'D) house', 'E) apartment']",D,"Billy hated using other people's toilets. He was only comfortable on his own.  So whenever he needed to poop, he would go back to his what?"
"['A) earth', 'B) south america', 'C) amazon basin', 'D) temperate zone', 'E) national park']",D,"The forest experienced a cold winter, where is it located?"
"['A) release energy', 'B) destroy enemy', 'C) punch', 'D) write letter', 'E) lose your temper']",D,How can you let someone know about your anger without hurting him or her?
"['A) new york city', 'B) subdivision', 'C) ring', 'D) hazleton', 'E) live in']",A,Where is one likely to find a brownstone?
"['A) bar', ""B) friend's house"", 'C) desktop', 'D) party', 'E) office']",C,What may I place the telephone on?
"['A) books', 'B) dard', 'C) sky', 'D) closed room', 'E) television']",B,What language type is someone from Iran likely to use?
"['A) meeting', 'B) blowing off steam', 'C) stay home', 'D) partying hard', 'E) studying']",E,"John went to a party that lasted all night.  Because of this, he didn't have time for what?"
"['A) set table', 'B) form opinions', 'C) make honey', 'D) become adult', 'E) gather flowers']",A,"The child wasn't allowed in the kitchen but still wanted to help, what could it do to help in the dining room?"
"['A) slow', 'B) understood', 'C) suffering', 'D) embarrassment', 'E) fun']",C,"He was having a hard time expressing himself in a healthy way, the psychologist said he was mentally what?"
"['A) tension', 'B) perform better', 'C) releases heat', 'D) winning or losing', 'E) sweat']",E,When someone is physically competing what does their body do?
"['A) summarize main points', 'B) close mouth', 'C) write down', 'D) may disagree', 'E) talk']",C,How would you express information to a deaf person?
"['A) explode', 'B) use paper', 'C) store information', 'D) queue', 'E) noise']",B,Printing on a printer can get expensive because it does what?
"['A) anything', 'B) judge people', 'C) work miracles', 'D) judge men', 'E) everywhere']",B,What will god never do according to religion?
"['A) cooties', 'B) get smart', 'C) boredom', 'D) colds and flu', 'E) taking tests']",D,One of the potential hazards of attending school is what?
"['A) tetrahedron', 'B) object', 'C) geometry problem', 'D) lake', 'E) triangle']",A,What has a surface with many sides?
"['A) food', 'B) refrigerator', 'C) cargo ship', 'D) port', 'E) fuel']",C,What could bring a container from one place to another?
"['A) giggle', 'B) visualize', 'C) open book', 'D) reading', 'E) go to movies']",C,The old style pop ups literally let you see the story when you did what?
"['A) communication', 'B) quiet', 'C) boredom', 'D) persuaded', 'E) learn']",A,What is it called when you are talking to someone?
"['A) restaurant kitchen', 'B) dishwasher', ""C) son's room"", 'D) cabinet', 'E) party']",B,"The family finished dinner, the child's chore was to load the dirty dishes where?"
"['A) each city', 'B) office building', 'C) a zoo', 'D) french government', 'E) washington dc']",E,Where could you find a bureau as well as many politicians?
"['A) cash register', 'B) desk drawer', 'C) fish tank', 'D) bank', 'E) pay envelope']",B,"Dad wanted to hide the check in his office, where did he put it?"
"['A) pleasure', 'B) owning', 'C) debt', 'D) spending money', 'E) smart']",A,"For some reason she was devoid of regular emotions, buying products was the only way she could feel what?"
"['A) race track', 'B) fair', 'C) raised by humans', 'D) in a field', 'E) countryside']",B,Where are horses judged on appearance?
"['A) having fun', ""B) it's more relatable"", 'C) learn new things', 'D) becoming absorbed', 'E) falling asleep']",C,Why do people read non fiction?
"['A) listen to music', 'B) watch television', 'C) making blankets', 'D) eat', 'E) watching tv']",A,While knitting you can do what using a radio?
"['A) table', 'B) meeting', 'C) drawer', 'D) toilet', 'E) garage']",A,Where are you likely to set papers while working on them?
"['A) dwarf', 'B) inconsequential', 'C) insubstantial', 'D) lame', 'E) tiny']",C,"John had a massive debt to 50 million dollars.  Compared to that, Leo's 2000 dollar debt seemed what?"
"['A) forest', 'B) street', 'C) air', 'D) caused by humans', 'E) car show']",C,"The man flew his airplane over the city and saw pollution visibly in the sky, what was polluted?"
"['A) fights', 'B) drunkenness', 'C) staggering', 'D) puke', 'E) paralysis']",E,What is a very unlikely side effect of becoming inebriated?
